id,Bring Inside/Cover,Precip Range,Condition,6AM Moisture,60-65°F,66-70°F,71-75°F,76-80°F,81-85°F,86-90°F,90+°F
basil_002,< 50°F,51-75%,Sunny,Normal (3-7),Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_002,< 50°F,51-75%,Sunny,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
basil_002,< 50°F,51-75%,Partly Cloudy,Dry (0-3),Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_002,< 50°F,51-75%,Partly Cloudy,Normal (3-7),Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_002,< 50°F,51-75%,Partly Cloudy,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
basil_002,< 50°F,51-75%,Cloudy,Dry (0-3),Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_002,< 50°F,51-75%,Cloudy,Normal (3-7),Don't water,Don't water,Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_002,< 50°F,51-75%,Cloudy,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
basil_002,< 50°F,76-100%,Sunny,Dry (0-3),Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_002,< 50°F,76-100%,Sunny,Normal (3-7),Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_002,< 50°F,76-100%,Sunny,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
basil_002,< 50°F,76-100%,Partly Cloudy,Dry (0-3),Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_002,< 50°F,76-100%,Partly Cloudy,Normal (3-7),Don't water,Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_002,< 50°F,76-100%,Partly Cloudy,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
basil_002,< 50°F,76-100%,Cloudy,Dry (0-3),Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_002,< 50°F,76-100%,Cloudy,Normal (3-7),Don't water,Don't water,Don't water,Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_002,< 50°F,76-100%,Cloudy,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
basil_003,< 50°F,0-25%,Sunny,Dry (0-3),Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. s slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 30 sec OR Fogg-It 2 GPM for 10 sec. slowly around base,Use Fogg-It 0.5 GPM for 45 sec OR Fogg-It 2 GPM for 10 sec. s slowly around base,Use Fogg-It 0.5 GPM for 1 min OR Fogg-It 2 GPM for 15 sec. s slowly around base
basil_003,< 50°F,0-25%,Sunny,Normal (3-7),Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 30 sec OR Fogg-It 2 GPM for 10 sec. slowly around base,Use Fogg-It 0.5 GPM for 45 sec OR Fogg-It 2 GPM for 10 sec. s slowly around base
basil_003,< 50°F,0-25%,Sunny,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
basil_003,< 50°F,0-25%,Partly Cloudy,Dry (0-3),Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. s slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 30 sec OR Fogg-It 2 GPM for 10 sec. slowly around base,Use Fogg-It 0.5 GPM for 30 sec OR Fogg-It 2 GPM for 10 sec. slowly around base
basil_003,< 50°F,0-25%,Partly Cloudy,Normal (3-7),Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 30 sec OR Fogg-It 2 GPM for 10 sec. slowly around base
basil_003,< 50°F,0-25%,Partly Cloudy,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
basil_003,< 50°F,0-25%,Cloudy,Dry (0-3),Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. s slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 30 sec OR Fogg-It 2 GPM for 10 sec. slowly around base
basil_003,< 50°F,0-25%,Cloudy,Normal (3-7),Don't water,Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_003,< 50°F,0-25%,Cloudy,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
basil_003,< 50°F,26-50%,Sunny,Dry (0-3),Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. s slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 30 sec OR Fogg-It 2 GPM for 10 sec. slowly around base,Use Fogg-It 0.5 GPM for 45 sec OR Fogg-It 2 GPM for 10 sec. s slowly around base
basil_003,< 50°F,26-50%,Sunny,Normal (3-7),Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 30 sec OR Fogg-It 2 GPM for 10 sec. slowly around base
basil_003,< 50°F,26-50%,Sunny,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
basil_003,< 50°F,26-50%,Partly Cloudy,Dry (0-3),Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. s slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 30 sec OR Fogg-It 2 GPM for 10 sec. slowly around base
basil_003,< 50°F,26-50%,Partly Cloudy,Normal (3-7),Don't water,Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_003,< 50°F,26-50%,Partly Cloudy,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
basil_003,< 50°F,26-50%,Cloudy,Dry (0-3),Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. s slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_003,< 50°F,26-50%,Cloudy,Normal (3-7),Don't water,Don't water,Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_003,< 50°F,26-50%,Cloudy,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
basil_003,< 50°F,51-75%,Sunny,Dry (0-3),Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. s slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 30 sec OR Fogg-It 2 GPM for 10 sec. slowly around base
basil_003,< 50°F,51-75%,Sunny,Normal (3-7),Don't water,Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_003,< 50°F,51-75%,Sunny,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
basil_003,< 50°F,51-75%,Partly Cloudy,Dry (0-3),Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. s slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_003,< 50°F,51-75%,Partly Cloudy,Normal (3-7),Don't water,Don't water,Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_003,< 50°F,51-75%,Partly Cloudy,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
basil_003,< 50°F,51-75%,Cloudy,Dry (0-3),Don't water,Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. s slowly around base
basil_003,< 50°F,51-75%,Cloudy,Normal (3-7),Don't water,Don't water,Don't water,Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_003,< 50°F,51-75%,Cloudy,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
basil_003,< 50°F,76-100%,Sunny,Dry (0-3),Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. s slowly around base,Use Fogg-It 0.5 GPM for 15 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_003,< 50°F,76-100%,Sunny,Normal (3-7),Don't water,Don't water,Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_003,< 50°F,76-100%,Sunny,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
basil_003,< 50°F,76-100%,Partly Cloudy,Dry (0-3),Don't water,Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. s slowly around base
basil_003,< 50°F,76-100%,Partly Cloudy,Normal (3-7),Don't water,Don't water,Don't water,Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_003,< 50°F,76-100%,Partly Cloudy,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
basil_003,< 50°F,76-100%,Cloudy,Dry (0-3),Don't water,Don't water,Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_003,< 50°F,76-100%,Cloudy,Normal (3-7),Don't water,Don't water,Don't water,Don't water,Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around base
basil_003,< 50°F,76-100%,Cloudy,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
chives_001,< 45°F,0-25%,Sunny,Dry (0-3),Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 10 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings
chives_001,< 45°F,0-25%,Sunny,Normal (3-7),Don't water,Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings
chives_001,< 45°F,0-25%,Sunny,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
chives_001,< 45°F,0-25%,Partly Cloudy,Dry (0-3),Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings
chives_001,< 45°F,0-25%,Partly Cloudy,Normal (3-7),Don't water,Don't water,Don't water,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings
chives_001,< 45°F,0-25%,Partly Cloudy,Wet (7-10),Don't water,Don't water,Don't water,Don't water,Don't water,Don't water,Don't water
chives_001,< 45°F,0-25%,Cloudy,Dry (0-3),Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings,Use Fogg-It 0.5 GPM for 5 sec OR Fogg-It 2 GPM for 5 sec. slowly around seedlings
